siren,denomination,naf_code,effectif,ville,anciennete,taux_chomage,croissance_pib,target_defaut
394920557,JMCVE,67.1C,,AIX EN PROVENCE,32,,,0
394923544,,68.20A,,MARSEILLE,33,,,0
394936694,SOCIETE MERIDIONALE D ENTREPRISE,45.2V,,MARSEILLE,32,,,0
394938310,SARL CAVE RAMELOT JACQUELINE BACON,52.2J,,MARSEILLE 15,32,,,0
394959373,,85.51Z,,MARSEILLE,32,,,0
394965214,,86.90D,,MARSEILLE,32,,,0
394984264,MASSALIA CONGRES,74.8J,,MARSEILLE 13,32,,,0
394997225,GUSTAVE COURBET SCI,68.20A,,MARSEILLE 15,32,,,0
394999874,SARL TELMAC,72.2Z,,MARSEILLE,32,,,0
395005135,A2L INFORMATIQUE,95.11Z,,MARSEILLE,32,,,0
395013279,,70.2C,,AIX-EN-PROVENCE,32,,,0
395016017,SOCIETE ETUDES TECHNIQUES CONSTRUCTION,74.2C,,MARSEILLE,32,,,0
395025109,LIVRAISONS CONFIANCE,49.41B,,MARSEILLE 4,32,,,0
395025885,,55.3A,,MARSEILLE,32,,,0
395034267,,86.90D,,AIX-EN-PROVENCE,33,,,0
395036635,LE BELVEDERE,55.3A,,MARSEILLE 11,32,,,0
395037633,SOC NOUVELLE SOARES,64.1C,,MARSEILLE,32,,,0
395057771,,68.20B,,MARSEILLE,32,,,0
395070600,,90.03A,,MARSEILLE,32,,,0
395085129,,74.1J,,MARSEILLE,33,,,0
395086101,LES CIGALONS,70.2C,,MARSEILLE 13,32,,,0
395090301,GAMIS CONSEIL,70.22Z,,MARSEILLE 11,32,,,0
395104961,BOUCHERIE DES CATALANS,47.22Z,3-5,MARSEILLE,32,,,0
395118425,CARNIMUSSE,52.2C,,MARSEILLE,32,,,0
395126196,LOCANAT,68.20A,,MARSEILLE 3,32,,,0
395134489,SCI DE STRASBOURG,68.20A,,MARSEILLE,32,,,0
395158108,,47.21Z,,MARSEILLE,32,,,0
395159452,,47.89Z,,MARSEILLE,32,,,0
395196991,JOURNEES INTERNATIONALES DE CHANT CHORAL,90.01Z,,MARSEILLE,35,,,0
395197932,SCI CARI,68.20A,,AIX-EN-PROVENCE,32,,,0
395204381,SCI BANFF,68.20A,,MARSEILLE,32,,,0
395207335,COLA,68.20B,,MARSEILLE,32,,,0
395232408,TESCO,46.74B,,MARSEILLE 12,32,,,0
395233539,,68.20B,,AIX-EN-PROVENCE,32,,,0
395250061,,74.1G,,MARSEILLE 9EME,32,,,0
395252018,LA CALECHE,87.10A,1-2,AIX-EN-PROVENCE,32,,,0
395252349,ALEXANDER GAYMARD SUPPLIES COMPANY,51.6L,,MARSEILLE 15,32,,,0
395277890,SCI LES ALIZIERS,68.20A,,MARSEILLE 13,32,,,0
395279060,,56.10C,3-5,AIX-EN-PROVENCE,32,,,0
395280654,SPORTING CAR,74.7Z,,MARSEILLE 10,32,,,0
395281116,CA.RE.SOL,52.4U,,MARSEILLE 4,32,,,0
395296080,SCI PAPE,68.20A,,MARSEILLE,32,,,0
395300460,MIDI FRANCE TEXTILE TOULON,52.4C,,MARSEILLE 12,32,,,0
395310345,,68.20A,,MARSEILLE,32,,,0
395312002,CULTURES ET DEVELOPPEMENTS,90.01Z,,MARSEILLE,32,,,0
395332430,UTOF CONSEILS VOYAGES,79.12Z,1-2,MARSEILLE,32,,,0
395337462,,68.20B,,MARSEILLE,32,,,0
395339963,SOC BERNARD AZRIA ET FILS,46.31Z,1-2,MARSEILLE,32,,,0
395339963,SOC BERNARD AZRIA ET FILS,46.31Z,1-2,MARSEILLE,32,,,0
395349624,C D G D LOISIRS,93.29Z,,AIX-EN-PROVENCE,32,,,0
395362973,13 OUEST AMENAGEMENT,68.20B,,MARSEILLE,32,,,0
395365539,,17.4C,,MARSEILLE,32,,,0
395379050,SOCIETE MARSEILLAISE CORSOISE,45.4J,,MARSEILLE,32,,,0
395379050,SOCIETE MARSEILLAISE CORSOISE,45.4J,,MARSEILLE,32,,,0
395379852,,01.49Z,,MARSEILLE,32,,,0
395392798,,52.4Z,,MARSEILLE,32,,,0
397421199,,52.6E,,MARSEILLE 13EME,32,,,0
397457490,SECURICOR AVIATION FRANCE LIMITED,68.20B,,MARSEILLE,32,,,0
397471673,RESTAURANT PIZZERIA L ETNA,55.3A,,AIX-EN-PROVENCE,32,,,0
397480930,BOUYGUES TELECOM,61.20Z,5000-9999,AIX-EN-PROVENCE,32,,,0
397480930,BOUYGUES TELECOM,61.20Z,5000-9999,AIX-EN-PROVENCE,32,,,0
397503079,,70.22Z,,MARSEILLE,32,,,0
397504846,,85.59B,,MARSEILLE,32,,,0
397552316,SCI PURO,68.20A,,MARSEILLE 3,32,,,0
397556788,,45.20A,,MARSEILLE,32,,,0
397568924,,15.8C,,MARSEILLE,32,,,0
397576653,,86.21Z,,MARSEILLE,32,,,0
397577289,COPRO HAITI,81.10Z,1-2,MARSEILLE,32,,,0
397577792,COPRO LE CLOS DES CEDRES,81.10Z,,MARSEILLE,42,,,0
397579327,COPRO LE PLAISANCIER,81.10Z,,MARSEILLE,42,,,0
397580630,COPRO ST BARNABE GARLABAN,81.10Z,,MARSEILLE,42,,,0
397607532,D.G.M.S,55.5D,,MARSEILLE,32,,,0
397625575,LE BAR VAN LOO,74.1G,,AIX-EN-PROVENCE,32,,,0
397627753,,52.6E,,MARSEILLE,32,,,0
397654435,,82.19Z,,MARSEILLE,32,,,0
397679168,SCI MAGDALA,68.20B,,MARSEILLE,32,,,0
397681156,COURANT FAIBLE DISTRIBUTION COFADIS,46.52Z,3-5,AIX-EN-PROVENCE,32,,,0
397681727,COMPAGNIE MELICERTE ROCCHIA VEZZA,90.01Z,,MARSEILLE,36,,,0
397700741,,01.30Z,,MARSEILLE,32,,,0
397705955,BRED INGENIERIE,71.12B,,AIX-EN-PROVENCE,32,,,0
397715665,,45.4J,,MARSEILLE,32,,,0
397726464,,55.3A,,MARSEILLE,32,,,0
397726738,,85.51Z,,MARSEILLE,32,,,0
397727215,,68.20A,,MARSEILLE,32,,,0
397727504,,71.12B,,MARSEILLE,32,,,0
397732595,,68.20A,,MARSEILLE,32,,,0
397745514,,96.01B,,MARSEILLE,32,,,0
397745928,FONCIERE COMERBAT,68.20B,,MARSEILLE 3,32,,,0
397747007,VITALI REBOA HOLDING,68.10Z,,MARSEILLE 2,32,,,0
397752650,FUTUR COMPOSE,94.99Z,,MARSEILLE,33,,,0
397764572,,52.3E,,MARSEILLE,32,,,0
397789991,,46.19B,,MARSEILLE,32,,,0
397790296,,49.32Z,,MARSEILLE,32,,,0
397793076,,85.59A,,MARSEILLE,32,,,0
397809047,,68.20B,,MARSEILLE,32,,,0
397817750,,43.21A,,MARSEILLE 16EME,32,,,0
397819202,B C N FINANCE,66.19A,1-2,MARSEILLE,32,,,0
397832726,,10.71D,,AIX-EN-PROVENCE,32,,,0
397837386,,52.6E,,MARSEILLE,32,,,0
397838251,A LA GALINE DOREE ROTISSERIE,47.81Z,,MARSEILLE 10,32,,,0
397855529,AGO MAINTENANCE,74.7Z,,MARSEILLE,32,,,0
397866476,,52.6D,,MARSEILLE 15EME,32,,,0
397875592,MOL (EUROPE) SAS,63.2C,,MARSEILLE 2,32,,,0
397881848,,43.99C,1-2,MARSEILLE,32,,,0
397888926,SOC PARISIENNE REALISATIONS IMMOBILIERES,68.10Z,,MARSEILLE 7,32,,,0
397889833,,55.3A,,MARSEILLE,32,,,0
397902636,,85.59A,,MARSEILLE,32,,,0
397911140,,63.99Z,,MARSEILLE 13EME,32,,,0
397921966,FIONA,47.71Z,3-5,MARSEILLE,32,,,1
397927955,CARONET,81.21Z,20-49,MARSEILLE,32,,,0
397945718,ADM FORMATION,70.22Z,,AIX-EN-PROVENCE,32,,,0
397945718,ADM FORMATION,70.22Z,,AIX-EN-PROVENCE,32,,,0
397957051,,43.34Z,,MARSEILLE,32,,,0
397964537,FRUITS DISTRIBUTION FRANCE,46.31Z,,MARSEILLE,32,,,0
397978636,,52.1B,,MARSEILLE,32,,,0
397992579,ROCCA MANUTENTION,63.1B,,MARSEILLE 16,32,,,0
398000828,SUN MOD,93.0D,,MARSEILLE,32,,,0
398006296,TRACO,52.29B,,MARSEILLE,32,,,0
398012930,PIERA DISTRIBUTION,70.22Z,,AIX-EN-PROVENCE,32,,,0
398017616,COPRO LE FLORENCE,81.10Z,,MARSEILLE,42,,,0
398025494,,81.21Z,,AIX EN PROVENCE,32,,,0
398047647,CONCEPTION ENTRETIEN ET SERVICES,29.2F,,MARSEILLE,32,,,0
398059147,TRANS AFRIQUE,61.1A,,MARSEILLE,32,,,0
398066118,SOC AUTONOME EXPLOITATION ENERGIES,35.11Z,,AIX-EN-PROVENCE,32,,,0
398067918,ESKIMO,68.20A,,MARSEILLE,32,,,0
398083071,CENTRE AUTOS SERVICES,00.0Z,,MARSEILLE 9,32,,,0
398105056,ENTREPRISE GENERALE DE PROVENCE,43.99C,,MARSEILLE,32,,,0
398105072,,45.2V,,MARSEILLE,32,,,0
398105619,,43.34Z,,MARSEILLE,32,,,0
398110080,CAOUTCHOUC INDUSTRIE MECANIQUE,25.1E,,MARSEILLE 14,32,,,0
398110098,,51.1T,,AIX EN PROVENCE,32,,,0
398125807,ASSOCIATION SPORTIVE INTER QUARTIER,93.12Z,,MARSEILLE 15,33,,,0
398126581,COPRO 61 RUE MARX DORMOY,81.10Z,,MARSEILLE,36,,,0
398133074,LA IONIENNE,68.20B,,MARSEILLE,32,,,0
398134494,SYNDIC COPRO 22 BD PAUL ARENE,81.10Z,,MARSEILLE,33,,,0
398134734,SCI LA COLLINE,68.20A,,MARSEILLE,32,,,0
398143180,,55.3A,,MARSEILLE,32,,,0
398150839,,52.4Z,,MARSEILLE,32,,,0
398155606,STOC SUD EST,74.1J,,MARSEILLE 3,32,,,0
398188698,FILAZUR,74.8K,,AIX-EN-PROVENCE,32,,,0
398197574,PHARMACIE DE SAINT JUST,47.73Z,,MARSEILLE 13,32,,,0
398203257,SCI JAMS,68.32A,,MARSEILLE,32,,,0
398218750,EDITIONS COMMUNICATION DU DELTA,73.12Z,,AIX-EN-PROVENCE,32,,,0
398218750,EDITIONS COMMUNICATION DU DELTA,73.12Z,,AIX-EN-PROVENCE,32,,,0
398235788,GARAGE BELLEVUE,50.2Z,,MARSEILLE,32,,,0
398246751,ATLANTIC MED,46.38A,,MARSEILLE 7,32,,,0
398257535,LE MALIBU,55.3A,,AIX-EN-PROVENCE,32,,,0
398259507,CAMIL,70.3A,,MARSEILLE,32,,,0
398269787,ALLEGRO GIOCOSO,92.3A,,AIX-EN-PROVENCE,33,,,0
398275206,SYNDIC COPRO 177 RTE DE SAINT LOUIS,81.10Z,,MARSEILLE,32,,,0
398275818,,86.90E,,MARSEILLE,32,,,0
398278515,CENTRE NATIONAL DU DEVELOPPEMENT SUD,91.3E,,AIX-EN-PROVENCE,32,,,0
398281659,,85.1G,,MARSEILLE 12EME,32,,,0
398283721,,86.90E,,MARSEILLE,32,,,0
398289462,SOGEPAMAL,68.20B,,AIX-EN-PROVENCE,32,,,0
398308957,AGOMAR,56.10A,,MARSEILLE,32,,,0
398310466,SOMACOM,28.1C,,MARSEILLE,32,,,0
398311811,ASS MASSALIA 94,91.3E,,MARSEILLE 7,32,,,0
398311894,,55.3A,,MARSEILLE,32,,,0
398330845,,70.22Z,,MARSEILLE,32,,,0
398332684,LE CONTE A REBOURS,94.99Z,,AIX-EN-PROVENCE,32,,,0
398337923,,82.11Z,,AIX EN PROVENCE,32,,,0
398341099,,86.21Z,,AIX EN PROVENCE,33,,,0
398359257,EUGENE PIERRE,56.10A,,MARSEILLE,32,,,0
398359638,SCI MARIE,68.20A,,AIX-EN-PROVENCE,32,,,0
398362376,GENERATIONS SOLIDARITES,94.12Z,0 salarié,MARSEILLE,33,,,0
398375360,TRANSPHOC,51.5A,,MARSEILLE,32,,,0
398376251,,86.21Z,,MARSEILLE,32,,,0
398380345,BOUSQUET CAVATORA GANDOLFI,55.3A,,AIX-EN-PROVENCE,32,,,0
398405845,,43.99C,,MARSEILLE,32,,,0
398413831,SARL BCFJ,47.25Z,,MARSEILLE 12,32,,,0
398414300,,86.90D,,MARSEILLE,32,,,0
398426734,TOUR DES SALLES,68.20A,,MARSEILLE,32,,,0
398449397,,96.09Z,,MARSEILLE,40,,,0
398451088,ASSEMBLAGE RAYONNAGE MANUTENTION,46.69B,6-9,MARSEILLE,32,,,0
398451732,,74.1J,,MARSEILLE,32,,,0
398471185,GALLAND,45.1A,,AIX-EN-PROVENCE,32,,,0
398472076,AIMAR AUTOMOBILES,45.11Z,,MARSEILLE,32,,,0
398472688,COPRO LE CLOS D'ORVILLE,81.10Z,,MARSEILLE,42,,,0
398473124,,49.32Z,,MARSEILLE,32,,,0
398485409,,51.1T,,MARSEILLE,32,,,0
398487124,,35.1C,,MARSEILLE,32,,,0
398491712,,56.10A,,MARSEILLE,32,,,0
398496695,CORIANDRE,68.20A,,AIX-EN-PROVENCE,32,,,0
398497222,,46.19B,,AIX-EN-PROVENCE,32,,,0
398505230,SIMEL MEDICAL,26.60Z,,MARSEILLE 13,32,,,0
398518860,ICONE,95.11Z,10-19,MARSEILLE,32,,,0
398519793,GROUPE ACTION ECONOMIQUE ET SOCIAL,94.99Z,,MARSEILLE,33,,,0
398520684,,86.22C,,MARSEILLE,38,,,0
398522334,,86.90E,,MARSEILLE,32,,,0
398522631,ECOLE DE CONDUITE VERONIQUE,80.4A,,MARSEILLE 9EME,32,,,0
398527531,,43.99C,,MARSEILLE,32,,,0
398540807,,60.2P,,MARSEILLE,32,,,0
398541664,LOCATION PLUS,50.1Z,,AIX-EN-PROVENCE,32,,,0
398545475,,46.19B,,MARSEILLE,32,,,0
398545566,,45.40Z,,MARSEILLE,32,,,0
398545822,,52.4X,,MARSEILLE,32,,,0
398547315,JAZ,68.20A,,MARSEILLE,32,,,0
398548404,SCM COHEN VERNIERS,82.19Z,,MARSEILLE 7,32,,,0
398548958,,96.09Z,,MARSEILLE,32,,,0
398549121,,36.1A,,MARSEILLE,32,,,0
398569608,C.D.C. SERVICES,52.29B,0 salarié,MARSEILLE,32,,,0
398573246,,52.6B,,MARSEILLE,32,,,0
398575613,2ROVENCE CAR WASH,46.69B,,MARSEILLE,32,,,0
398579888,ANTARES,70.1F,,MARSEILLE 10,32,,,0
398586099,SOCIETE DE FORMATION TRAVAUX PUBLICS,80.4A,,MARSEILLE 13,32,,,0
398590786,,93.0B,,AIX EN PROVENCE,32,,,0
398625137,,81.21Z,,AIX EN PROVENCE,32,,,0
398625897,,81.22Z,,MARSEILLE,32,,,0
398635722,AIDIS,47.11D,20-49,AIX-EN-PROVENCE,32,,,0
398636985,LES MUSICIENS,68.20A,,AIX-EN-PROVENCE,32,,,0
398642876,UNION NATIONALE ECOLOGISTE,94.99Z,,MARSEILLE,35,,,0
398688036,,67.2Z,,MARSEILLE,32,,,0
398706127,,47.51Z,,MARSEILLE,32,,,0
398706739,,43.31Z,,MARSEILLE,32,,,0
398709386,,45.2V,,MARSEILLE,32,,,0
398709782,AACOM,62.01Z,,MARSEILLE,32,,,0
398719641,CLIM. MAINTENANCE TECHNIQUE ELECTRICITE,43.22B,,MARSEILLE 7,32,,,0
398735878,A LA PIZZA PROVENCALE,55.3A,,MARSEILLE,32,,,0
398736314,HUMBLOT GRANT ALEXANDER,66.30Z,20-49,AIX-EN-PROVENCE,32,,,0
398741660,ROBIS ERIC,43.99C,3-5,MARSEILLE,32,,,0
398752519,ASSOC CENTRE SCHUMAN,94.91Z,,AIX-EN-PROVENCE,32,,,0
398754226,,43.91B,,AIX-EN-PROVENCE,32,,,0
398761932,ORGATECH PACA,52.4Z,,MARSEILLE,32,,,0
398762500,JACQUELINE TERRER SARL,47.79Z,,MARSEILLE,32,,,0
398762757,A.T. HOME,47.59B,,MARSEILLE 12,32,,,0
398765107,EMPLOIS FAMILIAUX SERVICES,88.10A,50-99,MARSEILLE,32,,,0
398769141,ASSOC APU 2M,94.99Z,,MARSEILLE,32,,,0
398769463,CONSULAT GENERAL URUGUAY,99.00Z,,MARSEILLE,32,,,0
398799841,,85.1G,,MARSEILLE,33,,,0
398799981,,86.90E,,MARSEILLE 13,32,,,0
398800953,,86.90E,,MARSEILLE 7EME,32,,,0
398802488,SCI NDJ,68.20B,,MARSEILLE 10EME,32,,,0
398810531,DECOUPE EMBOUTIS INJECTION MEDITERRANEEN,22.29A,6-9,MARSEILLE,32,,,0
398831115,DYNACTION INTERNATIONAL,51.1T,,MARSEILLE 12,32,,,0
398834630,CANICHE NOIR,68.20A,,AIX EN PROVENCE,32,,,0
398846626,TEXIA,62.02A,,AIX-EN-PROVENCE,32,,,0
398853101,ASNET,64.2B,,MARSEILLE,32,,,0
398860049,IMMOBILIERE RISPOLI,68.10Z,,MARSEILLE,32,,,0
398860635,VIRAJE SA,45.11Z,,AIX-EN-PROVENCE,32,,,0
398860841,LA MEZZANINE,55.3A,,MARSEILLE,32,,,0
398867432,TURBO 13,60.2L,,MARSEILLE 13EME,32,,,0
398872309,,47.78C,,MARSEILLE,32,,,0
398874313,,93.0B,,MARSEILLE,32,,,0
398878496,,90.03B,,MARSEILLE 12EME,32,,,0
398895607,SCI MELODY,68.20B,,MARSEILLE,32,,,0
398895912,SCI 27,68.20B,,MARSEILLE,32,,,0
398898775,ARC EN CIEL,73.11Z,6-9,MARSEILLE,32,,,0
398898775,ARC EN CIEL,73.11Z,6-9,MARSEILLE,32,,,0
398907626,ASSOC FINANC CAMPAGNE ELECTIONS,91.3C,,AIX-EN-PROVENCE,32,,,0
398920587,,55.3B,,MARSEILLE,32,,,0
398924324,,43.99C,,MARSEILLE,32,,,0
398950584,SCI ESPACE CONSULTANTS,68.20A,,MARSEILLE 2,32,,,0
398959908,SCI MANON PAULINE,68.20A,,MARSEILLE 13,32,,,0
398961565,,56.10C,,MARSEILLE,32,,,0
398972901,GMF ASSURANCES,65.12Z,5000-9999,MARSEILLE,32,,,0
398973248,DECLIP PHOTO,92.1C,,MARSEILLE 10,32,,,0
398976241,,81.21Z,,MARSEILLE,32,,,0
398977520,SNC ROSTAGNI BERTRAND,55.4A,,MARSEILLE 12,32,,,1
398979310,H&M HENNES & MAURITZ,47.71Z,5000-9999,MARSEILLE,32,,,0
398982074,ACQAD,62.01Z,,MARSEILLE,32,,,0
399001866,PLUME BLEU,51.9B,,MARSEILLE,32,,,0
399008119,IMPRIMERIE SAINT HENRI,22.2C,,MARSEILLE,32,,,0
399015817,,52.2C,,MARSEILLE,32,,,0
399016369,,68.31Z,,MARSEILLE,32,,,0
399026228,,86.23Z,,MARSEILLE,32,,,0
399032010,,86.22C,,MARSEILLE,32,,,0
399050236,KAMAYA,46.19B,,MARSEILLE 2,32,,,0
399051150,LES AMIS DE LA MARSEILLAISE,91.3E,,AIX-EN-PROVENCE,33,,,0
399053511,,74.1J,,MARSEILLE 4EME,32,,,0
399058411,METRIX,33.2B,,AIX-EN-PROVENCE,32,,,0
399063866,S.O.D.A. IMMOBILIER - DELPHIA,68.31Z,,AIX-EN-PROVENCE,32,,,0
399066356,,55.3B,,MARSEILLE,32,,,0
399068675,,70.10Z,,MARSEILLE,32,,,0
399072263,ORGANIK II,90.01Z,,MARSEILLE,31,,,0
399073337,MAPP IMMO,68.20A,,AIX-EN-PROVENCE,32,,,0
399073865,FCI PROVENCE,50.1Z,,AIX EN PROVENCE,32,,,0
399079177,SCP DE MEDECINS TRANIER - BERTRAND - VERNET,86.21Z,,MARSEILLE,32,,,0
399088541,,60.2P,,MARSEILLE,32,,,0
399088590,SYNDIC COPRO 40 AVENUE MARECHAL FOCH,81.10Z,,MARSEILLE 4EME,42,,,0
399098789,,56.10A,,MARSEILLE,32,,,0
399101930,ZEUS CLUB,92.6A,,MARSEILLE 11,32,,,0
399102037,,47.11B,,MARSEILLE,32,,,0
399107630,,70.22Z,,MARSEILLE,32,,,0
399108638,,50.2Z,,MARSEILLE,32,,,0
399136332,,81.22Z,,MARSEILLE,32,,,0
399146356,CONCEPT MULTIMEDIA,58.13Z,,AIX-EN-PROVENCE,32,,,0
399149970,C COOL S,68.31Z,,AIX-EN-PROVENCE,32,,,0
399161413,ARISTON FRANCE,46.74B,250-499,MARSEILLE,32,,,0
399161579,CEMEX BETONS SUD EST,23.63Z,200-249,MARSEILLE,32,,,0
399164748,,52.6E,,MARSEILLE,32,,,0
399166495,SCI SYLIMAYS,68.20B,,MARSEILLE,32,,,0
399176650,FRIEDLANDER PROVENCE,28.3C,,AIX-EN-PROVENCE,32,,,0
399185925,LES MARCHES MEDITERRANEENS,68.20A,,MARSEILLE,32,,,0
399186774,SCI SIBAS,68.20B,,MARSEILLE 2EME,32,,,0
399188721,,82.30Z,,MARSEILLE,31,,,0
399189224,SBM DEVELOPPEMENT,46.75Z,10-19,MARSEILLE,32,,,0
399190586,,69.20Z,,MARSEILLE,32,,,0
399210731,SNACK O POP,55.3B,,MARSEILLE,32,,,0
399226653,AUBERT FRANCE,47.78C,500-999,MARSEILLE 11,32,,,0
399227636,COOPERATION PHARMACEUTIQUE FRANCAISE,21.20Z,500-999,MARSEILLE,32,,,0
399230333,,52.21Z,,MARSEILLE,32,,,0
399240464,LABORATOIRE DE CORRECTION AUDITIVE DE MARSEILLE,47.74Z,,MARSEILLE 12,32,,,0
399254556,SUD TRANSPALETTES SOCIETE NOUVELLE,51.6K,,MARSEILLE,32,,,0
399256890,PAGE PERSONNEL,78.20Z,500-999,MARSEILLE,32,,,0
399258516,DELTA LINGERIE,47.71Z,250-499,MARSEILLE,32,,,0
399260587,,86.21Z,,MARSEILLE,32,,,0
399269778,SCI SAINT CHRISTOPHE,68.20A,,MARSEILLE,32,,,0
399282706,CONDORCET,82.19Z,,AIX-EN-PROVENCE,32,,,0
399284082,LOGA FRANCE,46.90Z,0 salarié,MARSEILLE 15EME,31,,,0
399286541,M PAR M DIFFUSION,46.42Z,,MARSEILLE 11,32,,,0
399288042,D.LA.B.LA,74.7Z,,MARSEILLE,32,,,0
399292994,KOOKAI,47.71Z,250-499,MARSEILLE,32,,,0
399297183,K PAR K SUD,51.5E,,AIX-EN-PROVENCE,32,,,0
399301217,DOCKS DE LA RUE SAINTE,52.1C,,MARSEILLE 7,32,,,0
399303619,KF ARCHEVECHE,56.10A,6-9,AIX-EN-PROVENCE,32,,,1
399329275,MIKATOREL,55.10Z,,AIX-EN-PROVENCE,32,,,0
399329556,LOCELIAN,68.20B,,AIX-EN-PROVENCE,32,,,0
399329754,SAUVAT VERRE,23.12Z,10-19,MARSEILLE,32,,,0
399329812,CAPRICE,68.20B,,AIX-EN-PROVENCE,32,,,0
399330562,PHOTO PRESTIGE,47.78A,,MARSEILLE 9,32,,,0
399330646,,52.4W,,MARSEILLE,32,,,0
399357052,J.N.A. CARRELAGE,45.4F,,AIX-EN-PROVENCE,31,,,0
399357664,L'ART DE PEINDRE,45.4J,,MARSEILLE,31,,,0
399360072,COMPTOIR AIXOIS DU VERRE,45.4H,,AIX EN PROVENCE,32,,,0
399362292,LA VENTARELLE,55.20Z,1-2,MARSEILLE,32,,,0
399370469,SCI LES GARGAILLONS,68.20B,,AIX-EN-PROVENCE,32,,,0
399378702,AO CF PLAN DE CAMPAGNE,47.22Z,,MARSEILLE 10,32,,,0
399386267,INGENIERIE RESSOURCES MANAGEMENT DEVELOP,70.22Z,,MARSEILLE,32,,,0
399388065,MAZARGUES OPTIQUE,47.78A,1-2,MARSEILLE,32,,,0
399401728,SOCIETE MERIDIONALE DE TRAVAUX ET REPARATION DES METAUX,25.11Z,3-5,MARSEILLE,32,,,0
399403435,APERAM STAINLESS SERVICES & SOLUTIONS FRANCE,46.72Z,100-199,MARSEILLE,32,,,0
399423847,MARINE TECHNOLOGIES ASSOCIES,74.2C,,MARSEILLE,32,,,0
399437052,,52.2J,,MARSEILLE,31,,,0
399437094,,43.22A,,MARSEILLE,31,,,0
399437151,,47.89Z,,MARSEILLE,31,,,0
399441815,,96.09Z,,AIX-EN-PROVENCE,32,,,0
399450089,STRACOM,74.1G,,MARSEILLE,32,,,0
399453679,LA VIE DE CHATEAU,81.21Z,,AIX-EN-PROVENCE,32,,,0
399455104,,55.3A,,MARSEILLE 9EME,32,,,0
399455120,ROYAL PIERRE SOLEIL,68.20B,,AIX-EN-PROVENCE,32,,,0
399468016,AUDIT EXPERT COMPTABLE CONSEIL G.CAULET,69.20Z,,MARSEILLE 16EME,31,,,0
399501725,SCI LA ROSE PLACE,68.20A,,MARSEILLE,32,,,0
399501733,LES PALMIERS,68.32A,,MARSEILLE,32,,,0
399504380,MARSEILLE SUD INTERNATIONAL,60.2P,,MARSEILLE,31,,,0
399505742,PRO MANAGEMENT CONSULTANT,80.4C,,MARSEILLE 9,31,,,0
399506641,ATALIAN PROPRETE,81.21Z,10000+,AIX-EN-PROVENCE,27,,,0
399506641,ATALIAN PROPRETE,81.21Z,10000+,MARSEILLE,27,,,0
399536747,,69.10Z,,MARSEILLE,32,,,0
399537141,S.B.S,70.22Z,,MARSEILLE 11,31,,,0
399538859,,50.3B,,MARSEILLE,31,,,0
399541200,MARLIE DISTRIBUTION,46.36Z,3-5,MARSEILLE,31,,,0
399544485,STRATEGIMMO,70.3A,,AIX-EN-PROVENCE,31,,,0
399544659,TRANSPORT CARTIER,49.41C,,AIX-EN-PROVENCE,31,,,0
399545300,JLB ASSURANCES,66.22Z,,AIX-EN-PROVENCE,32,,,0
399552074,,45.11Z,,MARSEILLE,32,,,0
399552413,SCI LA CAPUCINE,68.20B,,MARSEILLE,31,,,0
399561844,,43.22A,,MARSEILLE,31,,,0
399561976,,15.8B,,MARSEILLE,31,,,0
399570217,SCI MARDY,68.20A,,MARSEILLE,31,,,0
399571314,SCI LA PLAINE,68.20A,,MARSEILLE 5EME,31,,,0
399577014,LES EPICURIENS,55.3A,,MARSEILLE,31,,,0
399579150,SARL MULTIPLEX,45.2V,,MARSEILLE,31,,,0
399598705,LA VALERIANE,93.0H,,MARSEILLE 5,31,,,0
399600113,SQUARE HABITAT HAUTES ALPES,68.32A,10-19,AIX-EN-PROVENCE,31,,,1
399610666,,49.41B,,MARSEILLE 11,31,,,0
399612720,,74.8F,,AIX EN PROVENCE,31,,,0
399614031,,18.2C,,MARSEILLE,31,,,0
399614825,R.A.R. FINANCES,64.20Z,,MARSEILLE 11,32,,,1
399615921,CJ,68.20B,,MARSEILLE,31,,,0
399616390,PAM FRANCE,45.31Z,,MARSEILLE,31,,,0
399623446,,52.4R,,MARSEILLE,31,,,0
399624121,SOCIETE CEZANNE HORTICULTURE AMENAGEMENT,81.30Z,,AIX-EN-PROVENCE,31,,,0
399646413,ASSURANCES ASSOCIES AVIGNONNAISE PROVENC,66.22Z,,MARSEILLE,32,,,0
399656826,,86.90F,,MARSEILLE,31,,,0
399656826,,86.90F,,MARSEILLE,31,,,0
399656826,,86.90F,,MARSEILLE,31,,,0
399656826,,86.90F,,MARSEILLE,31,,,0
399662071,VISEO,62.02A,,AIX-EN-PROVENCE,32,,,0
399672898,,86.23Z,,MARSEILLE,32,,,0
399673078,PROTWIN,93.12Z,,MARSEILLE,34,,,0
399673458,ATLANTIS,82.99Z,,MARSEILLE 14,31,,,0
399685221,SYNDIC COPRO VALMANTE B2,81.10Z,,MARSEILLE,42,,,0
399689389,GINGER DELEO,71.12B,50-99,AIX-EN-PROVENCE,31,,,0
399690908,SYNDIC COPRO 35 AVENUE DES FELIBRES,81.10Z,,MARSEILLE,32,,,0
399695725,,85.52Z,,MARSEILLE,31,,,0
399700582,CREAT IMAGE,94.99Z,,AIX-EN-PROVENCE,33,,,0
399702307,,69.10Z,,AIX-EN-PROVENCE,32,,,0
399706670,,90.03B,,MARSEILLE,32,,,0
399709120,,43.21A,,MARSEILLE,31,,,0
